Module                              | Self CPU time | CPU time  | Self CUDA time | CUDA time | CPU Mem | CUDA Mem  | FLOPs        | Parameters | Calls
   │  │  │  │  ├── 0                | 1.116ms       | 5.382ms   | 41.184us       | 137.280us | 0 b     | 246.00 Kb | 5.77MFLOPs   | 14.72K     | 1    
   │  │  │  │  └── 1                | 1.077ms       | 4.243ms   | 7.584us        | 20.224us  | 0 b     | 307.50 Kb | 0 FLOPs      | 160.00     | 1    
   │  ├── 11                        |               |           |                |           |         |           |              |            |      
   │  │  └── block                  |               |           |                |           |         |           |              |            |      
   │  │  │  ├── 0                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.142ms       | 5.497ms   | 30.144us       | 100.480us | 0 b     | 1.44 Mb   | 15.05MFLOPs  | 38.40K     | 1    
   │  │  │  │  ├── 1                | 1.253ms       | 4.938ms   | 8.640us        | 23.040us  | 0 b     | 1.79 Mb   | 0 FLOPs      | 960.00     | 1    
   │  │  │  │  └── 2                | 1.147ms       | 2.254ms   | 6.432us        | 8.576us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 1                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── 0                | 1.074ms       | 5.270ms   | 16.896us       | 56.320us  | 0 b     | 1.79 Mb   | 1.69MFLOPs   | 4.32K      | 1    
   │  │  │  │  ├── 1                | 1.083ms       | 4.262ms   | 8.832us        | 23.552us  | 0 b     | 1.79 Mb   | 0 FLOPs      | 960.00     | 1    
   │  │  │  │  └── 2                | 1.017ms       | 2.007ms   | 6.432us        | 8.576us   | 0 b     | 0 b       | 0 FLOPs      | 0          | 1    
   │  │  │  ├── 2                   |               |           |                |           |         |           |              |            |      
   │  │  │  │  ├── avgpool          | 1.051ms       | 3.099ms   | 10.560us       | 21.120us  | 0 b     | 4.00 Kb   | 0 FLOPs      | 0          | 1    
   │  │  │  │  ├── fc1              | 1.175ms       | 5.604ms   | 17.664us       | 56.160us  | 0 b     | 2.00 Kb   | 115.20KFLOPs | 57.72K     | 1    
   │  │  │  │  ├── fc2              | 1.192ms       | 5.706ms   | 12.768us       | 40.800us  | 0 b     | 8.00 Kb   | 115.20KFLOPs | 58.08K     | 1    
   │  │  │  │  ├── activation       | 1.056ms       | 3.115ms   | 5.472us        | 10.944us  | 0 b     | 1.00 Kb   | 0 FLOPs      | 0          | 1    
